Name,Price,Release_date,Review_no,Review_type,Tags,Description
Assassin's Creed® Origins,6.59,2017-10-27,94937,Very Positive,"Open World,Assassin,Action,RPG,Stealth,Adventure,Parkour,Historical,Singleplayer,Third Person,Story Rich,Action RPG,Exploration,Multiplayer,Atmospheric,Great Soundtrack,Heist,Nudity,Sexual Content,Co-op","ASSASSIN’S CREED® ORIGINS IS A NEW BEGINNING



*The Discovery Tour by Assassin’s Creed®: Ancient Egypt is available now as a free update!*



Ancient Egypt, a land of majesty and intrigue, is disappearing in a ruthless fight for power."
THE FINALS,0.0,2023-12-08,181453,Mostly Positive,"Destruction,Free to Play,Shooter,FPS,Team-Based,Multiplayer,Action,Competitive,PvP,Tactical,First-Person,Arena Shooter,Online Co-Op,Co-op,Combat,Character Customization,Atmospheric,Class-Based,Loot,Battle Royale","Join THE FINALS, the world-famous, free-to-play, combat-centered game show! Fight alongside your teammates in virtual arenas that you can alter, exploit, and even destroy. Build your own playstyle in this first-person shooter to win escalating tournaments and lasting fame."
Assassin's Creed Valhalla,10.99,2022-12-06,22586,Mostly Positive,"Action,Open World,RPG,Adventure,Sexual Content,Singleplayer,Multiplayer,Nudity,Vikings,Action-Adventure,Third Person,Violent,Stealth,Action RPG,Assassin,Story Rich,Gore,Historical,Female Protagonist,LGBTQ+","Become a legendary Viking on a quest for glory. Raid your enemies, grow your settlement, and build your political power."
Call of Duty®: Warzone™,0.0,2022-11-16,37353,Mostly Negative,"Free to Play,FPS,Battle Royale,Multiplayer,Action,Shooter,Violent,First-Person,Singleplayer,Gore,Military,PvP,Online Co-Op,Survival,Co-op,Realistic,Open World,Adventure,Third Person,Atmospheric","Welcome to Call of Duty®: Warzone™, the massive free-to-play combat arena which now features Urzikstan, Rebirth Island and Fortune’s Keep."
Bodycam,11.99,2024-06-08,21169,Mostly Positive,"FPS,Realistic,Shooter,Military,PvP,First-Person,Immersive Sim,Strategy,Stealth,Survival,3D,Action,Surreal,Simulation,Action-Adventure,Open World,Multiplayer,Tactical,Combat,VR","Bodycam is the first ultra-realistic multiplayer, first-person shooter game made using the latest technologies of the next-gen game engine Unreal Engine 5.

Get ready to dive into fast-paced Bodycam actions, where every bullet counts and every choice can decide over the victory or loss of your team."
FOR HONOR™,3.29,2024-03-14,90891,Mixed,"Medieval,Swordplay,Action,Multiplayer,Fighting,PvP,Third Person,War,Co-op,Gore,Singleplayer,Online Co-Op,Hack and Slash,Realistic,Strategy,Atmospheric,RPG,Fantasy,MOBA,Story Rich","Fight alone or with friends in For Honor, a third-person hero-based melee fighting game. Enter the chaos of war as a Knight, a Viking, a Samurai, a Wu Lin, or an Outlander. Fight in brutal PvP and team-oriented modes, or play the thrilling story campaign."
Atomic Heart,17.99,2023-02-21,24685,Very Positive,"Sexual Content,Horror,FPS,Puzzle,Mystery,Singleplayer,Robots,Action,Shooter,Sci-fi,First-Person,Open World,Action-Adventure,Exploration,Alternate History,Gore,Atmospheric,Action RPG,Cyberpunk,RPG","In a mad and sublime utopian world, take part in explosive encounters. Adapt your fighting style to each opponent, use your environment and upgrade your equipment to fulfill your mission. If you want to reach the truth, you'll have to pay in blood."
Monster Hunter World: Iceborne,39.99,2020-01-09,16721,Mixed,"Action,Multiplayer,Co-op,Open World,Hunting,Difficult,Third Person,Singleplayer,Adventure,Online Co-Op,RPG,Character Customization,Exploration,Dragons,Hack and Slash,Story Rich,PvE,JRPG,Souls-like,Dinosaurs","“Explore the New World… and Beyond!“

Monster Hunter: World’s adventures reach new heights in “Monster Hunter World: Iceborne.”

With new monsters, new locales, new quests, new weapon combos, and so much more,

Iceborne expands the possibilities of Monster Hunter: World’s vast, breathtaking universe."
Terraria,5.49,2011-05-16,1057063,Overwhelmingly Positive,"Open World Survival Craft,Sandbox,Survival,2D,Multiplayer,Adventure,Pixel Graphics,Crafting,Building,Exploration,Co-op,Open World,Online Co-Op,Indie,Action,RPG,Singleplayer,Replay Value,Platformer,Atmospheric","Dig, fight, explore, build! Nothing is impossible in this action-packed adventure game. Four Pack also available!"
Sekiro™: Shadows Die Twice - GOTY Edition,31.99,2019-03-21,216323,Overwhelmingly Positive,"Souls-like,Difficult,Action,Singleplayer,Ninja,Stealth,Adventure,Third Person,Open World,Story Rich,Violent,Atmospheric,Assassin,Dark Fantasy,Hack and Slash,RPG,Gore,Great Soundtrack,Rhythm,Dark","Game of the Year  - The Game Awards 2019

Best Action Game of 2019 - IGN



Carve your own clever path to vengeance in the award winning adventure from developer FromSoftware, creators of Bloodborne and the Dark Souls series.



Take Revenge. Restore Your Honor. Kill Ingeniously."
The Elder Scrolls V: Skyrim Special Edition,24.99,2016-10-28,167636,Very Positive,"Open World,RPG,Adventure,Singleplayer,Fantasy,Character Customization,Moddable,Dragons,Story Rich,Magic,First-Person,Action,Atmospheric,Great Soundtrack,Third Person,Stealth,Classic,Remake,Female Protagonist,Walking Simulator","Winner of more than 200 Game of the Year Awards, The Elder Scrolls V: Skyrim Special Edition brings the epic fantasy to life in stunning detail. The Special Edition includes the critically acclaimed game and add-ons with all-new features."
Hades II,10.49,2024-05-06,43864,Very Positive,"Action,Roguelike,RPG,Roguelite,Hack and Slash,Action Roguelike,Action RPG,Dungeon Crawler,Mythology,Isometric,Hand-drawn,Souls-like,Story Rich,Atmospheric,Singleplayer,Female Protagonist,Indie,Perma Death,Early Access,Difficult",Battle beyond the Underworld using dark sorcery to take on the Titan of Time in this bewitching sequel to the award-winning rogue-like dungeon crawler.
Squirrel with a Gun,7.37,2024-08-29,1076,Very Positive,"Action,Simulation,Third-Person Shooter,Sandbox,Shooter,Platformer,Action-Adventure,3D Platformer,Collectathon,Exploration,Shoot 'Em Up,3D,Cartoony,Cute,America,Third Person,Comedy,Funny,Memes,Conspiracy","Squirrel, meet gun. As the neighborhood’s most obnoxious rodent, develop a knack (and a love?) for crime and mayhem in pursuit of golden acorns in this nutty sandbox shooter and puzzle platformer. Fight tooth, claw, and gun to escape a secret underground facility and defeat the Agents."
Risk of Rain 2: Survivors of the Void,4.54,2022-03-01,4837,Very Positive,"Action,Indie,Co-op,Great Soundtrack,Multiplayer,Roguelike,Third-Person Shooter,Looter Shooter,Action Roguelike,Survival,Difficult,Arcade,Singleplayer,Sci-fi,Roguelite,Funny","Embrace The Void as it overtakes Petrichor V in Risk of Rain 2’s first-ever expansion! New survivors, monsters, stages, and a new class of items have arrived to help you kick the crabs back to their dimension."
STALCRAFT: X,0.0,2022-12-10,55113,Mostly Positive,"Free to Play,FPS,MMORPG,Multiplayer,Action,Shooter,Adventure,First-Person,Atmospheric,Looter Shooter,Horror,Massively Multiplayer,PvP,RPG,Combat,Tactical,Story Rich,Team-Based,PvE,Alternate History","STALCRAFT: X is the largest online game set in the open world of the Chernobyl Exclusion Zone. Dive into this universe, filled with mutants and anomalies alone or with friends — unforgettable experiences are guaranteed!"
Borderlands 3,44.99,2020-03-13,106708,Very Positive,"RPG,Looter Shooter,Multiplayer,FPS,Action,Loot,Online Co-Op,Open World,Co-op,Shooter,Singleplayer,Co-op Campaign,Gore,First-Person,Violent,Adventure,Nudity,Comedy,Great Soundtrack,Epic","The original shooter-looter returns, packing bazillions of guns and a mayhem-fueled adventure! Blast through new worlds and enemies as one of four new Vault Hunters."
Black Myth: Wukong Deluxe Edition Upgrade,10.0,2024-08-20,2278,Very Positive,"Mythology,Action,Action RPG,RPG,Souls-like,Combat,Story Rich,Dark Fantasy,Drama,Singleplayer,Action-Adventure,Adventure,Atmospheric,Hack and Slash,3D,Fantasy,FPS,Hentai,Nudity,Violent","This upgrade allows owners of Black Myth: Wukong Digital Standard Edition to access Black Myth: Wukong Digital Deluxe Edition content — an exclusive weapon, equipment, and curio, plus the Music Library, featuring a selection of music from the game's soundtrack."
Dead Island 2,22.49,2024-04-22,6003,Mostly Positive,"Co-op,Zombies,Gore,First-Person,Action-Adventure,Post-apocalyptic,Adventure,Horror,Dark,Action RPG,Crafting,FPS,Controller,Dark Humor,Action,PvE,Character Customization,Combat,Hack and Slash,Survival Horror","A deadly virus is spreading across Los Angeles, turning its inhabitants into zombies. Bitten, infected, but more than just immune, uncover the truth behind the outbreak and discover who - or what - you are. Survive, evolve and become the ultimate Zombie Slayer."
STAR WARS™: The Old Republic™,0.0,2020-07-21,62615,Very Positive,"Free to Play,Multiplayer,Character Customization,MMORPG,Open World,RPG,Story Rich,Choices Matter,Massively Multiplayer,Sci-fi,Adventure,Space,Action,Third Person,PvP,Atmospheric,Action RPG,Party-Based RPG,Great Soundtrack,CRPG","STAR WARS™: The Old Republic™ is a free-to-play MMORPG that puts you at the center of your own story-driven saga. Play as a Jedi, Sith, Bounty Hunter, or one of many other iconic STAR WARS roles in the galaxy far, far away over three thousand years before the classic films."
Hogwarts Legacy,59.99,2023-02-10,201172,Very Positive,"Magic,Fantasy,Open World,Singleplayer,Adventure,RPG,Character Customization,Exploration,Story Rich,Third Person,Action-Adventure,Atmospheric,Action RPG,Action,Combat,Choices Matter,Puzzle,Great Soundtrack,Dark,Family Friendly","Hogwarts Legacy is an immersive, open-world action RPG. Now you can take control of the action and be at the center of your own adventure in the wizarding world."
ARK: Survival Evolved,6.99,2017-08-27,526705,Very Positive,"Open World Survival Craft,Survival,Multiplayer,Open World,Dinosaurs,Crafting,Building,Adventure,Base Building,Co-op,Action,First-Person,Sandbox,Massively Multiplayer,Singleplayer,Early Access,RPG,Dragons,Sci-fi,Indie","Stranded on the shores of a mysterious island, you must learn to survive. Use your cunning to kill or tame the primeval creatures roaming the land, and encounter other players to survive, dominate... and escape!"
Call of Duty®: Modern Warfare® III,69.99,2023-11-10,10791,Mostly Negative,"Action,FPS,Multiplayer,Singleplayer,Shooter,Military,First-Person,PvP,War,Modern,Co-op,Tactical,Violent,Online Co-Op,Gore,Story Rich,Realistic,Combat,Open World,PvE","In the direct sequel to the record-breaking Call of Duty®: Modern Warfare® II, Captain Price and Task Force 141 face off against the ultimate threat."
EARTH DEFENSE FORCE 6,49.99,2024-07-25,4534,Mixed,"Action,Third-Person Shooter,Shooter,3D,Online Co-Op,Sci-fi,PvE,Singleplayer,Multiplayer,Co-op,Local Co-Op,Local Multiplayer,Violent,Gore,Mechs,Anime","Live the future of despair.The year is 2024 AD. The survivors fought against the remaining threats while trying their best to continue their recovery.Three years passed in the year 2027. In a new world without hope, the time has come to once again resist the fate of the Earth."
World of Tanks Blitz,0.0,2016-11-09,142256,Mostly Positive,"Tanks,Free to Play,Shooter,Action,FPS,Strategy,Massively Multiplayer,Real Time Tactics,PvP,World War II,Multiplayer,Team-Based,Online Co-Op,War,Competitive,Realistic,Singleplayer,3D Platformer,Military,Vehicular Combat","Tanks, not war: jump into a free-to-play MMO action shooter with over 400 tanks. Enjoy stunning graphics and intuitive touch controls. Engage in 7vs7 battles, strategize with your team to conquer diverse maps. Customize tanks, unlock upgrades, and dive into adrenaline-pumping action on mobile and PC"
Dome Keeper,3.89,2022-09-27,11542,Very Positive,"Singleplayer,Post-apocalyptic,Roguelike,Action,Sci-fi,Combat,Resource Management,Atmospheric,Space,Procedural Generation,Physics,Retro,Replay Value,Exploration,Pixel Graphics,Controller,Tower Defense,2D,Tactical,Adventure",Defend against waves of alien attackers in this innovative roguelike survival miner. Dig for resources and choose from powerful upgrade paths. Is there enough time to mine a little deeper and get back to defend before the monsters attack your dome?
TEKKEN 8,69.99,2024-01-26,23523,Mostly Positive,"Fighting,Action,3D Fighter,Multiplayer,eSports,Local Multiplayer,Arcade,PvP,Singleplayer,Competitive,Casual,Great Soundtrack,Character Customization,Anime,Martial Arts,Difficult,Story Rich,Controller,Sexual Content,Psychological Horror","Get ready for the next chapter in the legendary fighting game franchise, TEKKEN 8."
Backrooms: Escape Together,3.59,2022-10-18,2606,Very Positive,"Psychological Horror,Multiplayer,Survival Horror,Online Co-Op,Early Access,Horror,Atmospheric,Co-op,Realistic,Casual,Procedural Generation,First-Person,Adventure,Exploration,Action,3D,Singleplayer,Action-Adventure,Sci-fi,Puzzle","A visually lifelike 1-6 player co-op survival horror made in Unreal Engine 5. Explore 7 procedurally generated levels that host liminal environments, puzzles, and entities with new levels and content added regularly. You are at the mercy of what's lurking and must do whatever it takes to escape."
Resident Evil 4,39.99,2023-03-24,92483,Overwhelmingly Positive,"Horror,Action,Survival Horror,Third-Person Shooter,Singleplayer,Zombies,Story Rich,Survival,Cinematic,Dark,Realistic,Remake,Gore,Resource Management,Adventure,Third Person,Psychological Horror,3D,Violent,Action-Adventure","Survival is just the beginning.



Six years have passed since the biological disaster in Raccoon City.

Leon S. Kennedy, one of the survivors, tracks the president's kidnapped daughter

to a secluded European village, where there is something terribly wrong with the locals."
DayZ,49.99,,331560,Mostly Positive,"Survival,Online Co-Op,Open World,Multiplayer,Post-apocalyptic,Shooter,Zombies,PvP,Action,Massively Multiplayer,FPS,Horror,Simulation,Sandbox,First-Person,Adventure,Survival Horror,Co-op,Choose Your Own Adventure,Atmospheric","How long can you survive a post-apocalyptic world? A land overrun with an infected ""zombie"" population, where you compete with other survivors for limited resources. Will you team up with strangers and stay strong together? Or play as a lone wolf to avoid betrayal? This is DayZ – this is your story."
War Robots,0.0,2018-04-04,23430,Mixed,"Free to Play,Multiplayer,Robots,Action,Shooter,Mechs,PvP,FPS,Controller,Massively Multiplayer,War,First-Person,Third-Person Shooter,Co-op,Third Person,Strategy,Singleplayer,VR,RPG,MMORPG","War Robots is an online third-person 6v6 PvP shooter—we’re talking dozens of combat robots, hundreds

of weapons combinations, and heated clan battles."
